,Unnamed: 0,Uniprot Accession,Description,primary_name,Peptides.used.for.quantitation,Confidence.score,Molecular weight (Da),Dataset,Glucose,LB,Glycerol + AA,Acetate,Fumarate,Glucosamine,Glycerol,Pyruvate,Chemostat µ=0.5,Chemostat µ=0.35,Chemostat µ=0.20,Chemostat µ=0.12,Stationary phase 1 day,Stationary phase 3 days,Osmotic-stress glucose,42°C glucose,pH6 glucose,Xylose,Mannose,Galactose ,Succinate,Fructose,locus_tag,annotation_quality,mean_log_val
84,85,P16659,Prolyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=proS PE=1 SV=4,proS,29,2204.63,63634.68294,2,4322,6443,5831.0,2267,3311,3075,3719,3209,3782,2779,2164,1944,2124,2101,2586,4049,4284,4418.0,3858.0,2720,3844,4835.0,b0194,high,11.707665742652297
85,86,P60422,50S ribosomal protein L2 OS=Escherichia coli (strain K12) GN=rplB PE=1 SV=2,rplB,29,1979.3,29824.00117,2,14191,39858,27001.0,6847,9745,14393,12282,11648,17428,11427,8608,8213,7645,7045,10501,24089,14846,14197.0,11391.0,6446,10100,19492.0,b3317,high,13.603209952068704
86,87,P00452,Ribonucleoside-diphosphate reductase 1 subunit alpha OS=Escherichia coli (strain K12) GN=nrdA PE=1 SV=2,nrdA,29,1369.24,82789.58209,2,560,1236,1362.0,348,500,742,667,724,1020,864,798,543,340,325,466,880,555,671.0,693.0,434,516,801.0,b2234,high,9.314838107489189
87,615,P00452-2,Isoform Alpha' of Ribonucleoside-diphosphate reductase 1 subunit alpha OS=Escherichia coli (strain K12) GN=nrdA,nrdA,10,494.01,82789.58209,1,28,106,,5,18,24,25,9,5,6,14,2,15,5,34,17,23,,,8,9,,b2234,high,3.830206590764686
88,88,P27298,Oligopeptidase A OS=Escherichia coli (strain K12) GN=prlC PE=3 SV=3,prlC,29,1525.67,77100.625,2,1350,2706,1832.0,1084,1062,1041,1204,1029,947,811,788,601,564,594,1153,1522,1380,1116.0,1312.0,1031,1080,1324.0,b3498,high,10.088197772410327
89,89,P0A6B7,Cysteine desulfurase OS=Escherichia coli (strain K12) GN=iscS PE=1 SV=1,iscS,29,2188.87,45042.91969,2,13683,12757,15753.0,9479,9022,10000,12342,9824,12450,8341,6609,4353,1443,1457,11673,16080,10393,15564.0,12332.0,9043,8615,14541.0,b2530,high,13.11890637299084
90,90,P13035,Aerobic glycerol-3-phosphate dehydrogenase OS=Escherichia coli (strain K12) GN=glpD PE=1 SV=3,glpD,29,1604.83,56697.06997,2,135,3852,5702.0,107,91,97,5946,84,104,100,99,82,172,200,179,203,196,173.0,162.0,120,132,174.0,b3426,high,7.763528293678632
91,91,P0ABB0,ATP synthase subunit alpha OS=Escherichia coli (strain K12) GN=atpA PE=1 SV=1,atpA,29,2800.06,55169.73662,2,14552,23968,33172.0,11045,16436,18991,17975,19369,16490,13452,10761,8336,5415,5207,11021,13294,11071,16490.0,17105.0,11769,20018,19100.0,b3734,high,13.77180366637309
92,92,P38038,Sulfite reductase [NADPH] flavoprotein alpha-component OS=Escherichia coli (strain K12) GN=cysJ PE=1 SV=4,cysJ,28,2175.11,66210.86614,2,3317,733,2069.0,1571,1980,2087,2586,1873,2005,1314,907,755,361,378,1416,3200,2638,2482.0,2028.0,1414,2064,3710.0,b2764,high,10.631968206966034
93,93,P0AAI3,ATP-dependent zinc metalloprotease FtsH OS=Escherichia coli (strain K12) GN=ftsH PE=1 SV=1,ftsH,28,1906.04,70645.4092,2,2236,3956,2991.0,1234,1660,1854,2098,1987,2340,1867,1578,1492,972,924,2218,2858,2501,2316.0,1823.0,1467,1744,2278.0,b3178,high,10.899571203270307
94,94,P0AG30,Transcription termination factor Rho OS=Escherichia coli (strain K12) GN=rho PE=1 SV=1,rho,28,2097.93,46956.59013,2,3243,5934,4071.0,2062,2393,2286,2583,2343,2789,2213,1849,1837,1496,1529,2365,3182,3003,2727.0,2543.0,1696,2669,3129.0,b3783,high,11.288411692306608
95,95,P0A817,S-adenosylmethionine synthase OS=Escherichia coli (strain K12) GN=metK PE=1 SV=2,metK,28,1718.3,41907.1862,2,12499,7068,7432.0,3546,5204,7452,6822,6783,7688,5236,4316,3654,1784,1539,13006,15767,23325,11499.0,6447.0,4925,6038,8535.0,b2942,high,12.65629205340274
96,96,P0ADG7,Inosine-5'-monophosphate dehydrogenase OS=Escherichia coli (strain K12) GN=guaB PE=1 SV=1,guaB,28,2370.1,51972.01166,2,11237,5909,33132.0,4041,5972,5952,5556,4400,7003,4021,2795,2499,5959,6582,13023,7942,11468,8773.0,4655.0,3240,6679,7601.0,b2508,high,12.635140397337013
97,97,Q59385,Copper-exporting P-type ATPase A OS=Escherichia coli (strain K12) GN=copA PE=1 SV=4,copA,27,1782.14,87799.79865,2,2769,632,2563.0,3707,4224,2289,3977,4131,2884,3126,2413,2376,1069,1313,2252,5318,9561,3281.0,3943.0,3083,3913,3535.0,b0484,high,11.488874825097419
98,98,P0AFF6,Transcription elongation protein nusA OS=Escherichia coli (strain K12) GN=nusA PE=1 SV=1,nusA,27,1899.01,54819.06259,2,5576,10025,7264.0,2771,3926,4392,4323,3807,3690,3117,2480,2232,2095,2597,4843,4199,4065,5048.0,4600.0,3467,4656,5474.0,b3169,high,11.970383045872307
99,99,P0A7Z4,DNA-directed RNA polymerase subunit alpha OS=Escherichia coli (strain K12) GN=rpoA PE=1 SV=1,rpoA,27,1907.81,36471.13747,2,14575,35102,25313.0,11406,14131,12583,14801,12963,16138,14085,10694,9661,7248,8734,15658,14407,13985,14154.0,11451.0,9998,11067,13757.0,b3295,high,13.705442299715235
100,100,P0A8N3,Lysyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=lysS PE=1 SV=2,lysS,27,2561.23,57549.12811000001,2,2565,4837,3293.0,1556,1890,2002,1999,1538,2393,1796,1425,1234,1410,1191,2017,3023,2738,2830.0,1950.0,1343,1945,2884.0,b2890,high,10.995403490940765
101,101,P00959,Methionyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=metG PE=1 SV=2,metG,27,1588.88,76188.10041,2,2082,2572,1904.0,1094,1274,1332,1467,1417,1506,1186,974,840,662,709,1313,2236,1622,1672.0,1479.0,1029,1295,1920.0,b2114,high,10.406336025877403
102,102,P00350,"6-phosphogluconate dehydrogenase, decarboxylating OS=Escherichia coli (strain K12) GN=gnd PE=1 SV=2",gnd,27,1940.13,51431.30094,2,14100,17386,16083.0,5501,6745,8440,8331,7002,8213,5205,3915,2953,5465,6816,10145,16349,14593,12496.0,7285.0,4801,8024,10318.0,b2029,high,12.995718599816996
103,103,P0AEE5,D-galactose-binding periplasmic protein OS=Escherichia coli (strain K12) GN=mglB PE=1 SV=1,mglB,27,1604.39,35672.35627,2,3223,20143,21711.0,19551,28631,17801,17497,17990,20750,29600,23881,19758,3548,2762,2581,3288,3046,5655.0,36415.0,86781,27050,9705.0,b2150,high,13.617460761594225
104,104,P0AD96,Leu/Ile/Val-binding protein OS=Escherichia coli (strain K12) GN=livJ PE=1 SV=1,livJ,27,1996.57,39033.9819,2,22968,1898,4197.0,21124,27978,32928,23525,22034,29684,34765,30450,23241,9484,9977,21688,17989,19798,17702.0,27776.0,23012,29892,25098.0,b3460,high,14.182076751524942
105,105,P13009,Methionine synthase OS=Escherichia coli (strain K12) GN=metH PE=1 SV=5,metH,27,1587.38,135893.6125,2,421,270,259.0,178,255,302,316,306,346,255,219,188,143,101,265,226,358,421.0,342.0,230,342,492.0,b4019,high,8.067267116751639
106,106,P61889,Malate dehydrogenase OS=Escherichia coli (strain K12) GN=mdh PE=1 SV=1,mdh,27,2213.0,32299.20422,2,53138,73162,110645.0,119781,69353,66984,65977,129097,71459,60446,49038,42300,16270,19387,62946,62755,35818,70658.0,90773.0,49852,71565,75763.0,b3236,high,15.877368356082634
107,108,P77804,Protein ydgA OS=Escherichia coli (strain K12) GN=ydgA PE=1 SV=1,ydgA,26,1469.59,54636.91746,2,1215,2257,1854.0,1121,1140,1448,1205,915,1339,1231,1117,1117,1062,1191,1263,930,1622,1153.0,1001.0,924,1025,1117.0,b1614,low,10.238457116448835
108,109,P06971,Ferrichrome-iron receptor OS=Escherichia coli (strain K12) GN=fhuA PE=1 SV=2,fhuA,26,1525.73,82113.29387000001,2,873,550,1093.0,584,899,839,889,812,1131,719,528,462,649,670,901,1188,1465,1008.0,861.0,762,888,922.0,b0150,high,9.678775559701782
109,110,P0ADY1,Peptidyl-prolyl cis-trans isomerase D OS=Escherichia coli (strain K12) GN=ppiD PE=1 SV=1,ppiD,26,1563.05,68089.75025,2,1057,1678,1587.0,813,919,1236,1343,1031,1187,1222,968,1051,642,610,1625,1826,1401,1701.0,1536.0,1442,1397,1588.0,b0441,high,10.247728444503196
110,111,P30850,Exoribonuclease 2 OS=Escherichia coli (strain K12) GN=rnb PE=1 SV=3,rnb,26,1290.68,72427.22502,2,1260,1224,916.0,613,739,846,903,851,904,598,454,369,544,494,890,1241,1266,1100.0,786.0,481,936,1334.0,b1286,high,9.645551642685684
111,112,P00962,Glutaminyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=glnS PE=1 SV=3,glnS,26,1487.34,63419.78257,2,999,1712,1511.0,593,742,641,845,773,814,617,520,462,377,356,662,1105,800,850.0,702.0,545,646,975.0,b0680,high,9.50974220079521
112,113,P0AB71,Fructose-bisphosphate aldolase class 2 OS=Escherichia coli (strain K12) GN=fbaA PE=1 SV=2,fbaA,26,1659.08,39104.59675,2,20049,23422,26665.0,11352,13842,14274,15624,13943,13616,9381,8289,7067,11699,12477,23727,16391,23435,17405.0,10708.0,11298,12513,24513.0,b2925,high,13.830617010531983
113,114,P0ABK5,Cysteine synthase A OS=Escherichia coli (strain K12) GN=cysK PE=1 SV=2,cysK,26,2393.1,34450.28634,2,73308,21811,70876.0,66764,68067,65029,68900,61734,55342,43392,32637,29423,49668,52241,85387,90613,140217,68895.0,66746.0,51117,73976,75498.0,b2414,high,15.867395951765621
114,115,P0ACY3,Uncharacterized protein yeaG OS=Escherichia coli (strain K12) GN=yeaG PE=3 SV=1,yeaG,25,1326.76,74415.57277,2,519,472,316.0,692,704,707,705,495,889,933,1253,1431,801,820,746,508,1116,430.0,740.0,1150,554,544.0,b1783,high,9.458708954241423
115,116,P23845,Sulfate adenylyltransferase subunit 1 OS=Escherichia coli (strain K12) GN=cysN PE=1 SV=1,cysN,25,1650.37,52508.01953,2,1520,374,898.0,689,923,1036,1160,1001,1534,935,576,378,150,177,643,1342,1262,1033.0,821.0,583,849,1616.0,b2751,high,9.572409942101443
116,117,P23865,Tail-specific protease OS=Escherichia coli (strain K12) GN=prc PE=1 SV=2,prc,25,1202.44,76597.69941,2,506,621,521.0,362,401,400,451,451,422,349,290,269,213,166,391,441,486,494.0,406.0,343,423,506.0,b1830,high,8.608653949047326
117,118,P21177,Fatty acid oxidation complex subunit alpha OS=Escherichia coli (strain K12) GN=fadB PE=1 SV=2,fadB,25,1449.92,79525.42988,2,173,547,371.0,611,924,695,279,1030,863,1689,2181,2000,333,231,207,148,151,290.0,1236.0,1177,919,330.0,b3846,high,9.07243410176604
118,119,P36938,Phosphoglucomutase OS=Escherichia coli (strain K12) GN=pgm PE=1 SV=1,pgm,25,1772.14,58306.46912,2,1344,2354,1910.0,1344,1423,1428,1511,1628,1523,1564,1368,1408,1001,884,1226,1528,1261,1261.0,1337.0,993,1159,1278.0,b0688,high,10.41754805265045
119,120,P0A870,Transaldolase B OS=Escherichia coli (strain K12) GN=talB PE=1 SV=2,talB,25,1950.25,35179.30906,2,10629,15811,18400.0,6722,9688,9829,11297,11222,9969,6952,4879,3774,6575,7624,13577,19427,13207,13362.0,9119.0,7722,9614,12512.0,b0008,high,13.257870890376303
120,121,P68767,Cytosol aminopeptidase OS=Escherichia coli (strain K12) GN=pepA PE=1 SV=1,pepA,25,1456.6,54826.96661,2,1076,1675,1003.0,710,995,1175,1171,1191,1653,1469,1329,1239,711,731,919,1168,968,1144.0,1031.0,922,877,1222.0,b4260,high,10.076104727382637
121,122,P00934,Threonine synthase OS=Escherichia coli (strain K12) GN=thrC PE=1 SV=1,thrC,25,1740.99,47066.2141,2,14609,3501,3458.0,5601,8868,9013,11109,19636,8769,5094,3423,2992,4984,5352,17522,7455,9543,16975.0,9142.0,4676,10117,14507.0,b0004,high,12.902418030283885
122,124,P75691,Uncharacterized zinc-type alcohol dehydrogenase-like protein YahK OS=Escherichia coli (strain K12) GN=yahK PE=1 SV=1,yahK,24,1682.03,37935.87879,2,1474,877,1504.0,2785,2231,2018,1763,1249,1746,2579,3012,3426,3272,3520,3444,2385,3829,1511.0,1696.0,2620,1707,1233.0,b0325,high,11.039528573381729
123,125,P0ABZ6,Chaperone surA OS=Escherichia coli (strain K12) GN=surA PE=1 SV=1,surA,24,1270.98,47236.24996,2,1554,2548,1814.0,900,1125,1132,1299,1207,1029,983,880,811,793,676,1516,1404,1217,1239.0,1187.0,1184,1189,1409.0,b0053,high,10.205157200441617
124,126,P21499,Ribonuclease R OS=Escherichia coli (strain K12) GN=rnr PE=1 SV=2,rnr,24,1333.47,92033.50406,2,251,439,240.0,238,290,372,314,302,497,351,325,326,249,305,337,476,338,337.0,321.0,238,282,444.0,b4179,high,8.33936431138798
125,127,P0A8M0,Asparaginyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=asnS PE=1 SV=2,asnS,24,1660.49,52519.41644,2,5528,5818,5849.0,3184,3617,4003,3970,3496,4366,3555,3046,2671,1909,1914,3375,7486,4589,4852.0,4182.0,2919,4024,5449.0,b0930,high,11.917408093751163
126,128,P0A8L1,Seryl-tRNA synthetase OS=Escherichia coli (strain K12) GN=serS PE=1 SV=1,serS,24,1656.07,48365.52218,2,2528,5806,3511.0,1949,1914,1938,2129,2117,2053,1696,1333,1221,1700,1602,2502,2719,2866,3166.0,2086.0,1408,2091,2785.0,b0893,high,11.089467355393518
127,129,P0AEX9,Maltose-binding periplasmic protein OS=Escherichia coli (strain K12) GN=malE PE=1 SV=1,malE,24,1530.97,43342.36867,2,2142,8460,7545.0,3656,7252,7128,6138,5040,13536,18169,14817,9208,1023,979,784,492,624,1065.0,10665.0,5584,6087,5038.0,b4034,high,11.944452893345295
128,130,P0A786,Aspartate carbamoyltransferase catalytic chain OS=Escherichia coli (strain K12) GN=pyrB PE=1 SV=2,pyrB,24,1431.12,34387.75071,2,8888,908,897.0,7536,13350,9546,11773,6609,20205,12109,7452,7206,4185,4476,8830,7441,10437,10274.0,8817.0,10136,12674,10761.0,b4245,high,12.84379912296331
129,131,P05791,Dihydroxy-acid dehydratase OS=Escherichia coli (strain K12) GN=ilvD PE=1 SV=5,ilvD,24,1475.31,65471.83229,2,1199,495,386.0,504,679,898,710,994,841,510,383,277,574,554,2083,1160,1144,1476.0,804.0,444,719,1215.0,b3771,high,9.509175343064042
130,132,P77748,Uncharacterized protein ydiJ OS=Escherichia coli (strain K12) GN=ydiJ PE=4 SV=1,ydiJ,24,1182.07,113157.9224,2,231,125,177.0,209,236,235,250,250,274,298,260,254,47,33,60,207,173,212.0,204.0,152,291,326.0,b1687,low,7.502288955899397
131,133,P17315,Colicin I receptor OS=Escherichia coli (strain K12) GN=cirA PE=1 SV=2,cirA,23,1760.5,73832.34947,2,575,272,1063.0,234,416,840,474,352,367,252,117,112,3116,3062,5398,423,446,2512.0,371.0,180,432,866.0,b2155,high,9.097661083072115
132,134,P0ABH9,ATP-dependent Clp protease ATP-binding subunit ClpA OS=Escherichia coli (strain K12) GN=clpA PE=1 SV=1,clpA,23,1518.37,84136.91889,2,530,1474,714.0,357,365,499,503,437,622,463,423,356,157,153,447,598,555,631.0,571.0,327,384,670.0,b0882,high,8.847743946793626
133,135,P0C0V0,Protease do OS=Escherichia coli (strain K12) GN=degP PE=1 SV=1,degP,23,1640.41,49305.44896,2,3338,2586,2031.0,1531,2217,1434,3359,6153,1306,1190,1244,1091,900,1050,2095,5604,3353,2284.0,2793.0,1705,2179,4096.0,b0161,high,11.042897789140559
134,136,P31554,LPS-assembly protein lptD OS=Escherichia coli (strain K12) GN=lptD PE=1 SV=2,lptD,23,1380.25,89597.20601000002,2,523,915,723.0,295,353,520,363,356,374,361,339,308,389,390,583,537,607,431.0,345.0,372,338,356.0,b0054,high,8.73357870539102
135,137,P06612,DNA topoisomerase 1 OS=Escherichia coli (strain K12) GN=topA PE=1 SV=2,topA,23,1185.9,97270.30707,2,355,890,396.0,205,296,357,339,270,406,395,372,392,273,232,262,392,322,392.0,350.0,227,337,410.0,b1274,high,8.417692473171918
136,138,P11875,Arginyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=argS PE=1 SV=1,argS,23,1294.61,64623.81965,2,941,1457,1088.0,445,583,641,653,580,549,462,345,331,289,217,561,815,647,719.0,604.0,536,650,825.0,b1876,high,9.183245225412218
137,139,P04805,Glutamyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=gltX PE=1 SV=1,gltX,23,1464.42,53763.78958,2,2561,4337,3151.0,1455,1779,1824,1902,1668,1616,1258,1016,815,1088,1187,2351,2302,2429,2164.0,1611.0,1150,1699,2176.0,b2400,high,10.77396840604379
138,140,P0A7V0,30S ribosomal protein S2 OS=Escherichia coli (strain K12) GN=rpsB PE=1 SV=2,rpsB,23,1290.05,26708.79452,2,29156,71379,43644.0,13074,19635,17981,23668,16559,20848,13735,10701,8874,11087,12600,26507,28549,24586,31041.0,23900.0,16697,24909,36854.0,b0169,high,14.362998287015216
139,141,P33363,Periplasmic beta-glucosidase OS=Escherichia coli (strain K12) GN=bglX PE=1 SV=2,bglX,23,1148.94,83389.45193,2,157,324,259.0,117,139,125,150,157,113,100,79,56,57,54,95,121,87,137.0,119.0,74,116,127.0,b2132,high,6.844401190019929
140,142,P0C8J6,"D-tagatose-1,6-bisphosphate aldolase subunit GatY OS=Escherichia coli (strain K12) GN=gatY PE=1 SV=1",gatY,23,1240.46,30774.55511,2,4939,11402,12277.0,38995,26974,15537,14000,17087,22426,23039,16483,19399,912,800,2637,1867,3891,7353.0,19955.0,15768,25688,12285.0,b2096,high,13.236480002550921
141,143,P69786,PTS system glucose-specific EIICB component OS=Escherichia coli (strain K12) GN=ptsG PE=1 SV=1,ptsG,23,1237.08,50625.74752,2,2775,1617,1023.0,559,794,2340,917,742,9402,6753,3919,2381,1174,1415,1519,3329,2356,1323.0,862.0,642,783,3180.0,b1101,high,10.69785861671315
142,144,P05020,Dihydroorotase OS=Escherichia coli (strain K12) GN=pyrC PE=1 SV=2,pyrC,23,1515.82,38784.58103,2,4485,1030,1612.0,2403,4090,3330,3499,3718,3403,2288,1451,1152,2725,2572,5648,4483,5176,3992.0,3307.0,3020,4427,4284.0,b1062,high,11.545341664134494
143,145,P11447,Argininosuccinate lyase OS=Escherichia coli (strain K12) GN=argH PE=1 SV=3,argH,23,1699.87,50268.64352,2,2883,808,635.0,1219,1416,1594,1802,1328,1523,944,803,738,1158,750,1806,3332,2508,1922.0,1460.0,1020,1281,2019.0,b3960,high,10.405734608445222
144,146,P22106,Asparagine synthetase B [glutamine-hydrolyzing] OS=Escherichia coli (strain K12) GN=asnB PE=1 SV=3,asnB,23,1724.71,62601.08381,2,1154,828,6791.0,972,879,982,1192,1305,1044,973,784,593,351,314,836,1947,1145,1221.0,1109.0,689,780,1542.0,b0674,high,9.96213177530542
145,147,P00509,Aspartate aminotransferase OS=Escherichia coli (strain K12) GN=aspC PE=1 SV=1,aspC,23,1641.47,43527.99762,2,6985,4145,5583.0,7853,8584,9102,8701,8218,7922,6683,4338,3113,3025,2860,7744,7439,9964,9984.0,8644.0,6698,9920,9171.0,b0928,high,12.702372405790051
146,148,P0A836,Succinyl-CoA ligase [ADP-forming] subunit beta OS=Escherichia coli (strain K12) GN=sucC PE=1 SV=1,sucC,23,1617.83,41348.64135,2,6213,15855,16160.0,19647,14112,15077,11673,18432,15489,12857,10426,9453,2290,2482,4642,5952,5121,11712.0,15249.0,7735,16995,11574.0,b0728,high,13.255916724218025
147,149,P0AGE9,Succinyl-CoA ligase [ADP-forming] subunit alpha OS=Escherichia coli (strain K12) GN=sucD PE=1 SV=2,sucD,23,1502.7,29740.52945,2,6924,19013,20933.0,25370,14862,15755,12729,19455,15469,13091,10352,8930,3655,3501,7173,7085,6878,11505.0,14388.0,8241,16262,11996.0,b0729,high,13.432193778721699
148,150,P0A6H1,ATP-dependent Clp protease ATP-binding subunit ClpX OS=Escherichia coli (strain K12) GN=clpX PE=1 SV=2,clpX,22,1319.8,46309.17173,2,3251,5494,4162.0,1568,2148,2109,2649,2021,2326,1701,1316,1038,995,1230,2801,4017,3046,3337.0,2154.0,1707,1954,3181.0,b0438,high,11.127520984973804
149,151,P0A6H5,ATP-dependent protease ATPase subunit HslU OS=Escherichia coli (strain K12) GN=hslU PE=1 SV=1,hslU,22,1236.1,49544.84377,2,1367,4825,2667.0,859,1188,1300,1351,985,1286,1040,810,715,1042,934,1126,2370,1644,1607.0,1202.0,749,1278,1553.0,b3931,high,10.339906680118183
150,152,P30958,Transcription-repair-coupling factor OS=Escherichia coli (strain K12) GN=mfd PE=1 SV=2,mfd,22,1202.99,129883.2773,2,73,130,87.0,73,67,84,62,106,103,94,62,72,39,51,55,121,102,90.0,86.0,52,78,93.0,b1114,high,6.297670483539602
151,153,P08312,Phenylalanyl-tRNA synthetase alpha chain OS=Escherichia coli (strain K12) GN=pheS PE=1 SV=2,pheS,22,1689.92,36790.65689,2,5078,6584,5411.0,2651,3557,3601,4038,3740,3916,3415,3326,2978,1930,1827,2912,4645,3781,3676.0,3871.0,3106,3461,4408.0,b1714,high,11.804502941566842
152,154,P24182,Biotin carboxylase OS=Escherichia coli (strain K12) GN=accC PE=1 SV=2,accC,22,1191.11,49271.30273,2,1810,5352,3168.0,1046,1569,1333,1586,1376,1275,1090,867,769,779,744,964,2184,1612,1451.0,1397.0,1045,1567,1778.0,b3256,high,10.44973308488299
153,155,P0A953,3-oxoacyl-[acyl-carrier-protein] synthase 1 OS=Escherichia coli (strain K12) GN=fabB PE=1 SV=1,fabB,22,1881.89,42568.05338,2,13467,23274,22952.0,10932,12979,13563,13960,14117,12734,11361,10026,9499,6097,5750,13101,15282,15507,12334.0,12581.0,11989,14156,12408.0,b2323,high,13.608870492461195
154,156,Q47146,Acyl-coenzyme A dehydrogenase OS=Escherichia coli (strain K12) GN=fadE PE=2 SV=2,fadE,22,1395.13,89149.78105,2,86,189,129.0,311,187,218,118,403,416,529,444,347,261,264,142,147,51,120.0,289.0,111,141,197.0,b0221,high,7.637981745385207
155,157,P0C8J8,"D-tagatose-1,6-bisphosphate aldolase subunit gatZ OS=Escherichia coli (strain K12) GN=gatZ PE=1 SV=1",gatZ,22,1516.04,47060.76941,2,1413,12320,4943.0,11766,5521,6579,2892,6296,3805,4062,2647,2527,288,309,802,1015,979,2558.0,3637.0,7007,5815,4363.0,b2095,high,11.463035522679682
156,158,P0A7D4,Adenylosuccinate synthetase OS=Escherichia coli (strain K12) GN=purA PE=1 SV=2,purA,22,1544.12,47297.28625,2,6863,13171,4918.0,5986,5337,5947,6453,6140,8400,6694,4795,4565,3590,3796,6669,4886,7552,7917.0,4620.0,4776,5623,6728.0,b4177,high,12.527002249156094
157,159,P0A7E5,CTP synthase OS=Escherichia coli (strain K12) GN=pyrG PE=1 SV=2,pyrG,22,1209.43,60318.05938,2,960,1991,1158.0,390,667,633,755,627,707,451,350,265,366,370,622,786,718,775.0,582.0,476,746,916.0,b2780,high,9.296559334608999
158,160,P00895,Anthranilate synthase component 1 OS=Escherichia coli (strain K12) GN=trpE PE=1 SV=2,trpE,22,1161.99,57440.09142999999,2,1090,269,243.0,466,727,961,1318,991,1558,1091,878,790,309,296,725,1387,810,784.0,858.0,818,786,1472.0,b1264,high,9.549634504793454
159,161,P09832,Glutamate synthase [NADPH] small chain OS=Escherichia coli (strain K12) GN=gltD PE=1 SV=3,gltD,22,1254.84,51964.01557,2,2965,323,497.0,1293,1502,1675,2327,1553,1428,1286,1241,949,160,94,1091,2265,2949,2327.0,1480.0,1650,1394,3008.0,b3213,high,10.194414216480439
160,162,P08142,Acetolactate synthase isozyme 1 large subunit OS=Escherichia coli (strain K12) GN=ilvB PE=1 SV=1,ilvB,22,1367.73,60383.77314,2,1823,2174,2020.0,1405,1490,1584,2037,762,2063,1617,1203,1098,77,82,1232,989,636,1650.0,1954.0,916,1706,1648.0,b3671,high,10.099448326823488
161,163,P26616,NAD-dependent malic enzyme OS=Escherichia coli (strain K12) GN=maeA PE=1 SV=4,maeA,22,1291.18,63139.24904,2,528,1348,893.0,612,584,464,481,480,534,369,290,239,129,166,297,360,285,445.0,442.0,284,519,512.0,b1479,high,8.687473098478062
162,164,P07014,Succinate dehydrogenase iron-sulfur subunit OS=Escherichia coli (strain K12) GN=sdhB PE=1 SV=1,sdhB,22,1206.05,26734.23452,2,2481,9036,6147.0,7106,4363,4627,3332,5225,3939,4218,3573,3502,748,706,1794,1711,2209,2972.0,5137.0,3077,5865,4132.0,b0724,high,11.697498799651909
163,166,P38054,Cation efflux system protein CusA OS=Escherichia coli (strain K12) GN=cusA PE=1 SV=2,cusA,21,1287.43,114616.0284,2,356,204,168.0,372,428,151,452,277,337,307,209,159,253,83,158,497,308,312.0,467.0,249,441,771.0,b0575,high,8.144270833907306
